WGSID,OHIO_ID,PROJECT_ID,DATE_ASSIGNED
2023ZN-0000,START,START,START
2023ZN-0050,2023023466,OH-M6588-231215,20240111
2023ZN-0051,2023023467,OH-M6588-231215,20240111
2023ZN-0052,2023023475,OH-M6588-231215,20240111
2023ZN-0053,2023023501,OH-M6588-231215,20240111
2023ZN-0054,2023023502,OH-M6588-231215,20240111
2023ZN-0055,2023023503,OH-M6588-231215,20240111
2023ZN-0056,2023023506,OH-M6588-231215,20240111
2023ZN-0057,2023023516,OH-M6588-231215,20240111
2023ZN-0058,2023023538,OH-M6588-231215,20240111
2023ZN-0059,2023023540,OH-M6588-231215,20240111
